2020-01-21 11:33:41,164 - wiirunner - INFO - Source is Camera
2020-01-21 11:33:41,165 - wiirunner - INFO - {'row_low': 0, 'row_high': 719, 'column_low': 0, 'column_high': 1279}
2020-01-21 11:33:41,193 - wiirunner - INFO - ('frame: ', -1)
2020-01-21 11:33:43,288 - wiirunner - INFO - ('cycle, time, frame, direction:', 1, 17, 176, <State.eRight: (-1,)>, False, True)
2020-01-21 11:36:50,643 - wiirunner - INFO - ('cycle, time, frame, direction:', 398, 1, 115, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:50,776 - wiirunner - INFO - ('cycle, time, frame, direction:', 399, 2, 115, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:50,941 - wiirunner - INFO - ('cycle, time, frame, direction:', 400, 3, 115, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:51,057 - wiirunner - INFO - ('cycle, time, frame, direction:', 401, 2, 115, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:51,212 - wiirunner - INFO - ('cycle, time, frame, direction:', 402, 2, 115, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:51,384 - wiirunner - INFO - ('cycle, time, frame, direction:', 403, 2, 114, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:52,280 - wiirunner - INFO - ('cycle, time, frame, direction:', 404, 13, 114, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:52,479 - wiirunner - INFO - ('cycle, time, frame, direction:', 405, 3, 114, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:52,666 - wiirunner - INFO - ('cycle, time, frame, direction:', 406, 2, 114, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:52,770 - wiirunner - INFO - ('cycle, time, frame, direction:', 407, 1, 113, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:52,862 - wiirunner - INFO - ('cycle, time, frame, direction:', 408, 1, 113, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:52,962 - wiirunner - INFO - ('cycle, time, frame, direction:', 409, 1, 113, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:53,060 - wiirunner - INFO - ('cycle, time, frame, direction:', 410, 1, 113, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:53,162 - wiirunner - INFO - ('cycle, time, frame, direction:', 411, 1, 112, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:53,260 - wiirunner - INFO - ('cycle, time, frame, direction:', 412, 1, 112, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:53,360 - wiirunner - INFO - ('cycle, time, frame, direction:', 413, 1, 112, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:53,463 - wiirunner - INFO - ('cycle, time, frame, direction:', 414, 1, 112, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:53,561 - wiirunner - INFO - ('cycle, time, frame, direction:', 415, 1, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:53,666 - wiirunner - INFO - ('cycle, time, frame, direction:', 416, 1, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:53,761 - wiirunner - INFO - ('cycle, time, frame, direction:', 417, 1, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:54,050 - wiirunner - INFO - ('cycle, time, frame, direction:', 418, 4, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:54,379 - wiirunner - INFO - ('cycle, time, frame, direction:', 419, 5, 110, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:54,513 - wiirunner - INFO - ('cycle, time, frame, direction:', 420, 2, 110, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:54,684 - wiirunner - INFO - ('cycle, time, frame, direction:', 421, 2, 110, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:54,785 - wiirunner - INFO - ('cycle, time, frame, direction:', 422, 1, 110, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:54,894 - wiirunner - INFO - ('cycle, time, frame, direction:', 423, 1, 110, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:54,979 - wiirunner - INFO - ('cycle, time, frame, direction:', 424, 1, 110, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:55,054 - wiirunner - INFO - ('cycle, time, frame, direction:', 425, 1, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:55,244 - wiirunner - INFO - ('cycle, time, frame, direction:', 426, 3, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:55,464 - wiirunner - INFO - ('cycle, time, frame, direction:', 427, 4, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:55,591 - wiirunner - INFO - ('cycle, time, frame, direction:', 428, 2, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:55,759 - wiirunner - INFO - ('cycle, time, frame, direction:', 429, 2, 110, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:55,925 - wiirunner - INFO - ('cycle, time, frame, direction:', 430, 2, 110, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:56,158 - wiirunner - INFO - ('cycle, time, frame, direction:', 431, 3, 110, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:56,326 - wiirunner - INFO - ('cycle, time, frame, direction:', 432, 2, 110, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:56,527 - wiirunner - INFO - ('cycle, time, frame, direction:', 433, 2, 109, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:56,625 - wiirunner - INFO - ('cycle, time, frame, direction:', 434, 1, 109, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:56,730 - wiirunner - INFO - ('cycle, time, frame, direction:', 435, 1, 109, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:56,826 - wiirunner - INFO - ('cycle, time, frame, direction:', 436, 1, 109, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:56,923 - wiirunner - INFO - ('cycle, time, frame, direction:', 437, 1, 109, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:57,031 - wiirunner - INFO - ('cycle, time, frame, direction:', 438, 1, 109, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:57,125 - wiirunner - INFO - ('cycle, time, frame, direction:', 439, 1, 109, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:57,234 - wiirunner - INFO - ('cycle, time, frame, direction:', 440, 1, 109, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:57,399 - wiirunner - INFO - ('cycle, time, frame, direction:', 441, 2, 109, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:57,651 - wiirunner - INFO - ('cycle, time, frame, direction:', 442, 2, 110, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:57,855 - wiirunner - INFO - ('cycle, time, frame, direction:', 443, 2, 110, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:57,958 - wiirunner - INFO - ('cycle, time, frame, direction:', 444, 1, 110, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:58,120 - wiirunner - INFO - ('cycle, time, frame, direction:', 445, 2, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:58,323 - wiirunner - INFO - ('cycle, time, frame, direction:', 446, 3, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:58,629 - wiirunner - INFO - ('cycle, time, frame, direction:', 447, 4, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:58,922 - wiirunner - INFO - ('cycle, time, frame, direction:', 448, 4, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:59,093 - wiirunner - INFO - ('cycle, time, frame, direction:', 449, 2, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:59,367 - wiirunner - INFO - ('cycle, time, frame, direction:', 450, 2, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:59,471 - wiirunner - INFO - ('cycle, time, frame, direction:', 451, 1, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:36:59,775 - wiirunner - INFO - ('cycle, time, frame, direction:', 452, 2, 111, <State.eLeft: (1,)>, False, False)
2020-01-21 11:37:00,388 - wiirunner - INFO - ('cycle, time, frame, direction:', 453, 6, 112, <State.eLeft: (1,)>, False, False)
2020-01-21 11:37:02,123 - wiirunner - INFO - ('cycle, time, frame, direction:', 454, 28, 112, <State.eLeft: (1,)>, False, False)
2020-01-21 11:37:03,125 - wiirunner - INFO - ('cycle, time, frame, direction:', 455, 17, 113, <State.eLeft: (1,)>, False, False)
2020-01-21 11:37:03,456 - wiirunner - INFO - ('cycle, time, frame, direction:', 456, 5, 113, <State.eLeft: (1,)>, False, False)
2020-01-21 11:37:04,774 - wiirunner - INFO - ('cycle, time, frame, direction:', 457, 19, 114, <State.eLeft: (1,)>, False, False)
2020-01-21 11:37:05,523 - wiirunner - INFO - ('cycle, time, frame, direction:', 458, 11, 114, <State.eLeft: (1,)>, False, False)
2020-01-21 11:37:06,894 - wiirunner - INFO - ('cycle, time, frame, direction:', 459, 22, 115, <State.eLeft: (1,)>, False, False)
2020-01-21 11:37:07,661 - wiirunner - INFO - ('cycle, time, frame, direction:', 460, 11, 115, <State.eLeft: (1,)>, False, False)
2020-01-21 11:37:08,529 - wiirunner - INFO - ('cycle, time, frame, direction:', 461, 14, 116, <State.eLeft: (1,)>, False, False)
2020-01-21 11:37:08,939 - wiirunner - INFO - ('cycle, time, frame, direction:', 462, 6, 116, <State.eLeft: (1,)>, False, False)
2020-01-21 11:37:09,899 - wiirunner - INFO - ('cycle, time, frame, direction:', 463, 14, 117, <State.eLeft: (1,)>, False, False)
2020-01-21 11:37:11,366 - wiirunner - INFO - ('cycle, time, frame, direction:', 464, 23, 117, <State.eLeft: (1,)>, False, False)
2020-01-21 11:37:11,631 - wiirunner - INFO - ('cycle, time, frame, direction:', 465, 4, 118, <State.eLeft: (1,)>, False, False)
2020-01-21 11:37:12,068 - wiirunner - INFO - ('cycle, time, frame, direction:', 466, 7, 118, <State.eLeft: (1,)>, False, False)
